MsOfDay, Time,Price,Size
30033402,8:20:33:402,49.25,1253
33478212,9:17:58:212,49.25,16
34200004,9:30:0:4,48.9,100
34200006,9:30:0:6,49.15,100
34200006,9:30:0:6,48.91,100
34200006,9:30:0:6,48.86,200
34200047,9:30:0:47,48.86,100
34200047,9:30:0:47,48.86,100
34200093,9:30:0:93,48.9,100
34200093,9:30:0:93,48.9,100
34201004,9:30:1:4,48.77,24370
34201009,9:30:1:9,48.78,40
34201010,9:30:1:10,48.78,100
34201011,9:30:1:11,48.78,160
34201741,9:30:1:741,48.8,100
34201741,9:30:1:741,48.77,40
34201763,9:30:1:763,48.81,15
34202024,9:30:2:24,48.85,100
34202142,9:30:2:142,48.815,1058
34203420,9:30:3:420,48.82,24
34209583,9:30:9:583,48.83,61
34209863,9:30:9:863,48.85,100
34209863,9:30:9:863,48.78,100
34210719,9:30:10:719,48.78,100
34210721,9:30:10:721,48.78,100
34210965,9:30:10:965,48.77,3900
34213884,9:30:13:884,48.78,1
34213888,9:30:13:888,48.85,2
34215225,9:30:15:225,48.78,4
34216260,9:30:16:260,48.78,23
34216260,9:30:16:260,48.78,100
34216261,9:30:16:261,48.78,100
34216262,9:30:16:262,48.78,28
34216263,9:30:16:263,48.77,24
34216263,9:30:16:263,48.78,67
34216263,9:30:16:263,48.81,100
34216263,9:30:16:263,48.82,100
34216263,9:30:16:263,48.82,100
34216264,9:30:16:264,48.82,100
34216264,9:30:16:264,48.77,100
34216264,9:30:16:264,48.78,100
34216264,9:30:16:264,48.78,100
34216264,9:30:16:264,48.78,100
34216265,9:30:16:265,48.76,168
34216265,9:30:16:265,48.82,46
34216832,9:30:16:832,48.81,200
34216851,9:30:16:851,48.72,100
34217403,9:30:17:403,48.72,14
34220217,9:30:20:217,48.7999,2000
34220254,9:30:20:254,48.74,100
34226697,9:30:26:697,48.72,400
34226698,9:30:26:698,48.72,86
34226701,9:30:26:701,48.71,132
34226702,9:30:26:702,48.71,36
34226744,9:30:26:744,48.71,242
34226749,9:30:26:749,48.75,100
34226789,9:30:26:789,48.67,100
34227309,9:30:27:309,48.63,300
34227310,9:30:27:310,48.64,100
34227376,9:30:27:376,48.63,100
34229970,9:30:29:970,48.57,200
34229970,9:30:29:970,48.57,100
34229973,9:30:29:973,48.57,53
34230005,9:30:30:5,48.58,100
34230006,9:30:30:6,48.58,100
34230006,9:30:30:6,48.57,69
34230006,9:30:30:6,48.56,131
34232135,9:30:32:135,48.6637,100
34234264,9:30:34:264,48.69,100
34234264,9:30:34:264,48.69,100
34234264,9:30:34:264,48.69,100
34234264,9:30:34:264,48.69,100
34234264,9:30:34:264,48.69,100
34234266,9:30:34:266,48.72,300
34234266,9:30:34:266,48.72,100
34234266,9:30:34:266,48.72,100
34234266,9:30:34:266,48.73,28
34234266,9:30:34:266,48.73,272
34234266,9:30:34:266,48.73,200
34234276,9:30:34:276,48.7,100
34239620,9:30:39:620,48.6,100
34239620,9:30:39:620,48.57,200
34239622,9:30:39:622,48.57,500
34241077,9:30:41:77,48.66,100
34245915,9:30:45:915,48.55,100
34245915,9:30:45:915,48.56,14
34245915,9:30:45:915,48.59,100
34245915,9:30:45:915,48.55,150
34245915,9:30:45:915,48.55,100
34253551,9:30:53:551,48.67,71
34260577,9:31:0:577,48.67,100
34260578,9:31:0:578,48.67,100
34260578,9:31:0:578,48.67,300
34260578,9:31:0:578,48.67,300
34260578,9:31:0:578,48.67,100
