MsOfDay, Time,Price,Size
34200008,9:30:0:8,48.48,100
34200008,9:30:0:8,48.48,100
34200068,9:30:0:68,48.52,100
34200068,9:30:0:68,48.52,100
34200068,9:30:0:68,48.55,100
34200068,9:30:0:68,48.61,83
34200113,9:30:0:113,48.48,100
34201005,9:30:1:5,48.47,9607
34201025,9:30:1:25,48.47,1
34202041,9:30:2:41,48.52,8
34202041,9:30:2:41,48.52,100
34202041,9:30:2:41,48.52,8
34202277,9:30:2:277,48.52,100
34262383,9:31:2:383,48.48,1
34268935,9:31:8:935,48.48,1
34311450,9:31:51:450,48.51,100
34311456,9:31:51:456,48.51,12
34311456,9:31:51:456,48.49,88
34311456,9:31:51:456,48.51,12
34311456,9:31:51:456,48.49,12
34311458,9:31:51:458,48.45,25
34318406,9:31:58:406,48.47,12
34318406,9:31:58:406,48.47,188
34318411,9:31:58:411,48.47,100
34318412,9:31:58:412,48.47,100
34320948,9:32:0:948,48.55,20
34326660,9:32:6:660,48.49,100
34326662,9:32:6:662,48.48,51
34326662,9:32:6:662,48.48,349
34326663,9:32:6:663,48.47,100
34328630,9:32:8:630,48.448,100
34328631,9:32:8:631,48.448,100
34328646,9:32:8:646,48.457,1600
34341933,9:32:21:933,48.48,1
34356413,9:32:36:413,48.5,9
34380182,9:33:0:182,48.43,100
34380182,9:33:0:182,48.43,50
34380182,9:33:0:182,48.43,50
34380182,9:33:0:182,48.43,100
34381459,9:33:1:459,48.42,100
34381466,9:33:1:466,48.39,100
34386413,9:33:6:413,48.42,100
34390360,9:33:10:360,48.37,100
34390361,9:33:10:361,48.37,200
34406583,9:33:26:583,48.35,100
34406587,9:33:26:587,48.35,100
34406587,9:33:26:587,48.35,100
34406587,9:33:26:587,48.35,100
34406587,9:33:26:587,48.35,100
34406587,9:33:26:587,48.35,100
34406587,9:33:26:587,48.35,100
34406587,9:33:26:587,48.35,100
34406587,9:33:26:587,48.35,100
34406587,9:33:26:587,48.35,100
34406588,9:33:26:588,48.35,100
34406588,9:33:26:588,48.35,100
34406588,9:33:26:588,48.35,100
34406588,9:33:26:588,48.35,100
34406589,9:33:26:589,48.35,100
34406589,9:33:26:589,48.35,100
34406589,9:33:26:589,48.35,100
34406590,9:33:26:590,48.35,100
34406590,9:33:26:590,48.35,100
34406590,9:33:26:590,48.35,100
34406590,9:33:26:590,48.35,100
34406591,9:33:26:591,48.35,100
34406591,9:33:26:591,48.35,100
34406591,9:33:26:591,48.35,100
34406592,9:33:26:592,48.35,100
34406601,9:33:26:601,48.35,100
34406643,9:33:26:643,48.34,600
34406643,9:33:26:643,48.34,100
34406643,9:33:26:643,48.34,100
34406644,9:33:26:644,48.34,100
34407710,9:33:27:710,48.27,100
34449450,9:34:9:450,48.47,1
34451866,9:34:11:866,48.33,1
34454958,9:34:14:958,48.33,11
34462914,9:34:22:914,48.33,188
34462933,9:34:22:933,48.32,100
34462933,9:34:22:933,48.33,100
34462933,9:34:22:933,48.33,100
34462933,9:34:22:933,48.33,100
34462934,9:34:22:934,48.34,100
