MsOfDay, Time,Price,Size
34200003,9:30:0:3,47.6,100
34200085,9:30:0:85,47.6,100
34200085,9:30:0:85,47.6,100
34200565,9:30:0:565,47.63,5
34201014,9:30:1:14,47.61,10647
34201871,9:30:1:871,47.62,10
34204995,9:30:4:995,47.62,4
34205655,9:30:5:655,47.62,1
34210096,9:30:10:96,47.62,20
34232344,9:30:32:344,47.61,100
34232347,9:30:32:347,47.62,50
34232347,9:30:32:347,47.62,200
34232347,9:30:32:347,47.61,100
34232347,9:30:32:347,47.61,100
34232347,9:30:32:347,47.61,100
34232347,9:30:32:347,47.62,100
34232348,9:30:32:348,47.62,104
34232348,9:30:32:348,47.62,100
34232348,9:30:32:348,47.62,100
34237849,9:30:37:849,47.61,1
34301013,9:31:41:13,47.67,5
34301492,9:31:41:492,47.58,100
34305500,9:31:45:500,47.58,100
34310493,9:31:50:493,47.6336,300
34319163,9:31:59:163,47.62,25
34325572,9:32:5:572,47.58,100
34328782,9:32:8:782,47.6,1
34349625,9:32:29:625,47.57,100
34380586,9:33:0:586,47.6014,500
34392122,9:33:12:122,47.62,100
34393743,9:33:13:743,47.58,100
34402442,9:33:22:442,47.62,100
34404240,9:33:24:240,47.65,100
34411929,9:33:31:929,47.59,1
34411936,9:33:31:936,47.615,100
34416806,9:33:36:806,47.59,99
34416806,9:33:36:806,47.57,1
34467972,9:34:27:972,47.63,6
34468961,9:34:28:961,47.57,100
34468961,9:34:28:961,47.57,199
34469028,9:34:29:28,47.56,100
34469275,9:34:29:275,47.63,2
34473843,9:34:33:843,47.63,92
34473843,9:34:33:843,47.63,8
34482403,9:34:42:403,47.56,127
34482403,9:34:42:403,47.56,100
34482403,9:34:42:403,47.56,100
34482411,9:34:42:411,47.565,100
34482464,9:34:42:464,47.53,100
34482464,9:34:42:464,47.53,300
34483690,9:34:43:690,47.52,100
34483694,9:34:43:694,47.51,100
34487410,9:34:47:410,47.4726,400
34487431,9:34:47:431,47.45,168
34487431,9:34:47:431,47.5,20
34487456,9:34:47:456,47.46,100
34489978,9:34:49:978,47.45,100
34490878,9:34:50:878,47.4654,500
34492454,9:34:52:454,47.45,200
34492508,9:34:52:508,47.56,100
34492508,9:34:52:508,47.56,70
34492508,9:34:52:508,47.55,100
34500203,9:35:0:203,47.51,6
34500240,9:35:0:240,47.55,94
34500267,9:35:0:267,47.56,100
34500394,9:35:0:394,47.46,100
34503937,9:35:3:937,47.55,100
34505002,9:35:5:2,47.56,200
34505003,9:35:5:3,47.56,100
34505065,9:35:5:65,47.57,4
34505171,9:35:5:171,47.5,100
34506620,9:35:6:620,47.58,100
34506621,9:35:6:621,47.57,96
34506702,9:35:6:702,47.52,100
34508265,9:35:8:265,47.6,100
34514262,9:35:14:262,47.61,100
34518844,9:35:18:844,47.62,100
34521881,9:35:21:881,47.63,100
34531719,9:35:31:719,47.62,100
34531720,9:35:31:720,47.62,100
34531745,9:35:31:745,47.65,34
34531760,9:35:31:760,47.63,100
34531761,9:35:31:761,47.64,100
34531761,9:35:31:761,47.65,17
34547934,9:35:47:934,47.65,100
34547934,9:35:47:934,47.65,49
34547935,9:35:47:935,47.65,1
34554303,9:35:54:303,47.67,100
34554627,9:35:54:627,47.6356,725
34556067,9:35:56:67,47.67,100
34557837,9:35:57:837,47.68,100
34597073,9:36:37:73,47.7,100
34597920,9:36:37:920,47.66,60
34597921,9:36:37:921,47.67,100
34603216,9:36:43:216,47.71,100
34612628,9:36:52:628,47.71,99
34612628,9:36:52:628,47.71,1
34612628,9:36:52:628,47.71,100
34612628,9:36:52:628,47.72,99
34612628,9:36:52:628,47.72,1
34612767,9:36:52:767,47.75,16
34637306,9:37:17:306,47.6567,100
34660693,9:37:40:693,47.75,100
34660694,9:37:40:694,47.75,100
34660694,9:37:40:694,47.75,100
34660694,9:37:40:694,47.74,25
34660694,9:37:40:694,47.74,7
34660694,9:37:40:694,47.74,75
34660694,9:37:40:694,47.74,100
34660694,9:37:40:694,47.74,100
34660694,9:37:40:694,47.74,16
34660694,9:37:40:694,47.74,184
34660694,9:37:40:694,47.74,93
34660694,9:37:40:694,47.74,100
34660694,9:37:40:694,47.74,32
34660694,9:37:40:694,47.74,68
34660694,9:37:40:694,47.74,150
34660694,9:37:40:694,47.74,49
34660694,9:37:40:694,47.74,1
34660694,9:37:40:694,47.73,100
34660694,9:37:40:694,47.73,12
34660694,9:37:40:694,47.73,50
34660694,9:37:40:694,47.73,38
34660695,9:37:40:695,47.73,100
34660695,9:37:40:695,47.73,9
34660695,9:37:40:695,47.73,38
34660695,9:37:40:695,47.73,53
34660695,9:37:40:695,47.73,126
34660695,9:37:40:695,47.73,74
34660697,9:37:40:697,47.74,100
34660697,9:37:40:697,47.73,100
34660699,9:37:40:699,47.74,100
34660705,9:37:40:705,47.74,100
34660711,9:37:40:711,47.74,100
34667072,9:37:47:72,47.74,100
34667073,9:37:47:73,47.74,100
34667073,9:37:47:73,47.75,100
34672806,9:37:52:806,47.76,100
34672806,9:37:52:806,47.76,100
34672807,9:37:52:807,47.76,1
34673011,9:37:53:11,47.755,51
34696884,9:38:16:884,47.75,100
34696885,9:38:16:885,47.74,200
34696885,9:38:16:885,47.74,100
34696886,9:38:16:886,47.74,100
34696886,9:38:16:886,47.74,9
34696889,9:38:16:889,47.74,100
34712098,9:38:32:98,47.75,1
34719365,9:38:39:365,47.73,100
34719365,9:38:39:365,47.73,100
34719365,9:38:39:365,47.73,100
34719365,9:38:39:365,47.73,100
34727695,9:38:47:695,47.73,100
34727843,9:38:47:843,47.73,100
34728845,9:38:48:845,47.72,63
34738638,9:38:58:638,47.74,100
34738652,9:38:58:652,47.75,100
34739121,9:38:59:121,47.75,100
34744146,9:39:4:146,47.76,88
34776215,9:39:36:215,47.77,100
34783463,9:39:43:463,47.79,1
34783787,9:39:43:787,47.78,100
34784991,9:39:44:991,47.79,100
34789468,9:39:49:468,47.77,10
34802453,9:40:2:453,47.8,100
34810841,9:40:10:841,47.83,100
34810853,9:40:10:853,47.82,5
34810853,9:40:10:853,47.83,95
34811018,9:40:11:18,47.82,1
34849702,9:40:49:702,47.79,100
34849702,9:40:49:702,47.79,4
34849718,9:40:49:718,47.79,100
34849718,9:40:49:718,47.79,100
34849718,9:40:49:718,47.79,63
34849718,9:40:49:718,47.79,96
34861047,9:41:1:47,47.81,100
34861047,9:41:1:47,47.82,100
34861047,9:41:1:47,47.82,92
34861047,9:41:1:47,47.82,8
34861048,9:41:1:48,47.82,100
34861048,9:41:1:48,47.82,100
34861048,9:41:1:48,47.82,100
34861048,9:41:1:48,47.82,200
34861048,9:41:1:48,47.82,100
34861048,9:41:1:48,47.82,200
34861048,9:41:1:48,47.82,200
34861048,9:41:1:48,47.82,100
34861048,9:41:1:48,47.795,100
34861048,9:41:1:48,47.7975,200
34861048,9:41:1:48,47.795,100
34861048,9:41:1:48,47.8,100
34861048,9:41:1:48,47.8,100
34861048,9:41:1:48,47.805,100
34861049,9:41:1:49,47.8,100
34861049,9:41:1:49,47.8,100
34861050,9:41:1:50,47.79,100
34861050,9:41:1:50,47.79,100
34861050,9:41:1:50,47.79,100
34861050,9:41:1:50,47.79,100
34861050,9:41:1:50,47.79,100
34861050,9:41:1:50,47.81,100
34861050,9:41:1:50,47.79,100
34861051,9:41:1:51,47.79,100
34861051,9:41:1:51,47.79,200
34861051,9:41:1:51,47.79,100
34861051,9:41:1:51,47.8,100
34861051,9:41:1:51,47.8,100
34861052,9:41:1:52,47.8,200
34861052,9:41:1:52,47.8,100
34861053,9:41:1:53,47.8,100
34861053,9:41:1:53,47.8,200
34861055,9:41:1:55,47.8,100
34861055,9:41:1:55,47.8,100
34861056,9:41:1:56,47.795,100
34861056,9:41:1:56,47.8,100
34861056,9:41:1:56,47.8,100
34861057,9:41:1:57,47.795,100
34861429,9:41:1:429,47.8,100
34869863,9:41:9:863,47.78,100
