MsOfDay, Time,Price,Size
34200049,9:30:0:49,45.93,100
34200049,9:30:0:49,45.91,100
34200049,9:30:0:49,45.93,100
34200062,9:30:0:62,45.74,400
34200062,9:30:0:62,45.74,400
34200066,9:30:0:66,45.74,200
34200179,9:30:0:179,45.93,100
34200179,9:30:0:179,45.93,100
34201004,9:30:1:4,45.95,24505
34201023,9:30:1:23,45.94,17
34201023,9:30:1:23,45.94,17
34201234,9:30:1:234,45.92,100
34201234,9:30:1:234,45.92,100
34201248,9:30:1:248,45.92,100
34201649,9:30:1:649,45.95,120
34202997,9:30:2:997,45.96,300
34203364,9:30:3:364,45.9544,100
34205445,9:30:5:445,45.98,100
34205445,9:30:5:445,45.98,100
34205446,9:30:5:446,45.98,100
34205446,9:30:5:446,45.98,100
34205446,9:30:5:446,46,100
34205749,9:30:5:749,45.96,300
34205777,9:30:5:777,46,116
34206306,9:30:6:306,46,100
34206747,9:30:6:747,45.98,100
34206747,9:30:6:747,46,100
34206934,9:30:6:934,46,84
34206934,9:30:6:934,46,38
34208462,9:30:8:462,46,95
34209612,9:30:9:612,46.04,100
34209620,9:30:9:620,46.05,100
34209621,9:30:9:621,46.05,100
34209622,9:30:9:622,46.05,100
34209623,9:30:9:623,46.05,100
34210544,9:30:10:544,45.95,963
34210641,9:30:10:641,45.995,100
34210664,9:30:10:664,45.995,100
34213276,9:30:13:276,46,100
34224814,9:30:24:814,45.995,300
34224818,9:30:24:818,45.995,900
34224820,9:30:24:820,45.995,1900
34224826,9:30:24:826,46.05,800
34224829,9:30:24:829,45.995,300
34226029,9:30:26:29,45.995,200
34228916,9:30:28:916,45.995,100
34229792,9:30:29:792,45.995,200
34229794,9:30:29:794,45.995,200
34229796,9:30:29:796,45.995,200
34229812,9:30:29:812,45.995,200
34229814,9:30:29:814,45.995,200
34229819,9:30:29:819,45.995,200
34229825,9:30:29:825,45.995,200
34231872,9:30:31:872,45.94,53
34233919,9:30:33:919,45.995,100
34246080,9:30:46:80,46.04,100
34246080,9:30:46:80,46.04,100
34246080,9:30:46:80,46.05,100
34246080,9:30:46:80,46.04,66
34246081,9:30:46:81,46.05,100
34246091,9:30:46:91,46.05,40
34246649,9:30:46:649,45.995,200
34246651,9:30:46:651,45.995,200
34246653,9:30:46:653,45.995,200
34246655,9:30:46:655,45.995,200
34246989,9:30:46:989,45.95,1
34255880,9:30:55:880,45.95,1
34256502,9:30:56:502,45.95,1
34268918,9:31:8:918,45.9802,102
34275525,9:31:15:525,45.95,1
34278242,9:31:18:242,45.995,1436
34278946,9:31:18:946,45.995,100
34283597,9:31:23:597,45.95,1
34291490,9:31:31:490,45.995,464
34291494,9:31:31:494,45.995,300
34291495,9:31:31:495,45.995,400
34302523,9:31:42:523,45.95,100
34314432,9:31:54:432,46.03,100
34320568,9:32:0:568,46.01,100
34320568,9:32:0:568,46.01,100
34320570,9:32:0:570,46.02,100
34323151,9:32:3:151,45.96,100
34323151,9:32:3:151,45.995,100
34323151,9:32:3:151,45.96,100
34323290,9:32:3:290,45.96,100
34323291,9:32:3:291,45.96,65
34323291,9:32:3:291,45.95,35
34323291,9:32:3:291,45.96,65
34323291,9:32:3:291,45.95,35
34323291,9:32:3:291,45.95,65
34323291,9:32:3:291,45.95,35
34323291,9:32:3:291,45.95,65
34323291,9:32:3:291,45.96,65
34323291,9:32:3:291,45.95,100
34323291,9:32:3:291,45.95,135
34323298,9:32:3:298,45.95,100
34323984,9:32:3:984,45.98,100
34337896,9:32:17:896,45.95,1
34381376,9:33:1:376,46,100
34381376,9:33:1:376,46.01,200
34381376,9:33:1:376,45.95,100
34381377,9:33:1:377,45.95,100
34381377,9:33:1:377,45.95,100
34381377,9:33:1:377,45.97,100
34381377,9:33:1:377,45.95,100
34381377,9:33:1:377,45.95,100
34381377,9:33:1:377,45.95,65
34381377,9:33:1:377,45.95,40
34381378,9:33:1:378,45.95,100
34381378,9:33:1:378,45.95,100
34381378,9:33:1:378,45.97,100
34381403,9:33:1:403,45.97,30
34381403,9:33:1:403,45.98,70
34381642,9:33:1:642,45.98,100
34381952,9:33:1:952,45.95,100
34381952,9:33:1:952,45.95,100
34384289,9:33:4:289,45.95,100
34384484,9:33:4:484,45.95,100
34388895,9:33:8:895,45.97,300
34402443,9:33:22:443,45.96,212
34404928,9:33:24:928,45.96,100
34404929,9:33:24:929,45.96,100
34404932,9:33:24:932,45.96,100
34406805,9:33:26:805,45.96,100
34408059,9:33:28:59,45.955,100
34435242,9:33:55:242,45.96,83
34435243,9:33:55:243,45.97,100
34435243,9:33:55:243,45.97,30
34435243,9:33:55:243,45.97,70
34435244,9:33:55:244,45.97,70
34435244,9:33:55:244,45.97,30
34435244,9:33:55:244,45.97,30
34435246,9:33:55:246,45.96,17
34435247,9:33:55:247,45.98,100
34442849,9:34:2:849,45.96,57
34442851,9:34:2:851,45.97,43
34442851,9:34:2:851,45.98,200
34442852,9:34:2:852,45.99,100
34442852,9:34:2:852,45.99,100
34442852,9:34:2:852,45.99,300
34442853,9:34:2:853,45.99,100
34444141,9:34:4:141,45.97,100
34444141,9:34:4:141,45.96,100
34444141,9:34:4:141,45.96,200
34444142,9:34:4:142,45.96,100
34444142,9:34:4:142,45.96,100
34492020,9:34:52:20,46,200
34492031,9:34:52:31,46.01,100
34492032,9:34:52:32,45.98,46
34492210,9:34:52:210,45.98,100
34492214,9:34:52:214,45.98,100
34492217,9:34:52:217,45.98,100
34492218,9:34:52:218,45.98,100
