MsOfDay, Time,Price,Size
34201006,9:30:1:6,48.42,23280
34201812,9:30:1:812,48.42,100
34201812,9:30:1:812,48.42,100
34202072,9:30:2:72,48.42,8
34206967,9:30:6:967,48.41,1
34206967,9:30:6:967,48.41,1
34206992,9:30:6:992,48.43,10
34207348,9:30:7:348,48.375,1
34210174,9:30:10:174,48.43,5
34210184,9:30:10:184,48.43,25
34211417,9:30:11:417,48.3101,117
34211424,9:30:11:424,48.43,13
34215968,9:30:15:968,48.43,4
34216232,9:30:16:232,48.375,2
34216232,9:30:16:232,48.33,98
34217263,9:30:17:263,48.43,100
34217263,9:30:17:263,48.43,50
34217265,9:30:17:265,48.43,50
34217265,9:30:17:265,48.43,100
34217270,9:30:17:270,48.43,22
34224786,9:30:24:786,48.3906,500
34224791,9:30:24:791,48.43,59
34246101,9:30:46:101,48.43,15
34258063,9:30:58:63,48.32,100
34259796,9:30:59:796,48.34,20
34266619,9:31:6:619,48.33,100
34266619,9:31:6:619,48.32,200
34266619,9:31:6:619,48.33,100
34266619,9:31:6:619,48.32,100
34266620,9:31:6:620,48.33,100
34266620,9:31:6:620,48.32,22
34266620,9:31:6:620,48.32,100
34266620,9:31:6:620,48.32,14
34266620,9:31:6:620,48.37,100
34266839,9:31:6:839,48.37,520
34266844,9:31:6:844,48.37,21
34267518,9:31:7:518,48.37,40
34272720,9:31:12:720,48.35,57
34272720,9:31:12:720,48.36,14
34279451,9:31:19:451,48.35,10
34325532,9:32:5:532,48.27,200
34325533,9:32:5:533,48.28,100
34325534,9:32:5:534,48.28,100
34325534,9:32:5:534,48.28,100
34325534,9:32:5:534,48.28,200
34325534,9:32:5:534,48.28,100
34325534,9:32:5:534,48.29,50
34325534,9:32:5:534,48.29,50
34325534,9:32:5:534,48.29,50
34325535,9:32:5:535,48.29,50
34325535,9:32:5:535,48.31,100
34325537,9:32:5:537,48.24,615
34325540,9:32:5:540,48.27,150
34325540,9:32:5:540,48.27,50
34326476,9:32:6:476,48.36,100
34329569,9:32:9:569,48.3699,100
34329587,9:32:9:587,48.36,6
34329776,9:32:9:776,48.36,100
34329780,9:32:9:780,48.36,32
34340142,9:32:20:142,48.34,100
34340144,9:32:20:144,48.34,100
34348239,9:32:28:239,48.34,400
34354780,9:32:34:780,48.3299,100
34374156,9:32:54:156,48.32,100
34374156,9:32:54:156,48.32,150
34374159,9:32:54:159,48.32,50
34374159,9:32:54:159,48.32,100
34374159,9:32:54:159,48.32,100
34374159,9:32:54:159,48.32,100
34374159,9:32:54:159,48.33,100
34374159,9:32:54:159,48.33,100
34374159,9:32:54:159,48.33,200
34374160,9:32:54:160,48.33,100
34374160,9:32:54:160,48.33,100
34374685,9:32:54:685,48.29,20
34377061,9:32:57:61,48.35,80
34377061,9:32:57:61,48.35,20
34384287,9:33:4:287,48.4,100
34385105,9:33:5:105,48.4099,100
34440744,9:34:0:744,48.33,100
34440745,9:34:0:745,48.33,200
34442736,9:34:2:736,48.31,8
34444680,9:34:4:680,48.31,92
34444680,9:34:4:680,48.3,8
34444981,9:34:4:981,48.34,18
34447209,9:34:7:209,48.33,100
34454694,9:34:14:694,48.33,100
34469203,9:34:29:203,48.33,100
34474947,9:34:34:947,48.3,100
34486505,9:34:46:505,48.29,100
34486505,9:34:46:505,48.29,100
34486505,9:34:46:505,48.28,200
34486505,9:34:46:505,48.28,100
34486505,9:34:46:505,48.28,100
34514697,9:35:14:697,48.28,100
34514699,9:35:14:699,48.28,200
